,cluster,caption
29,31,black and white photograph of flowers in a garden. white flower photograph - white flower fine art print. a blue flower is shown in the foreground. a close up of a purple flower with a green background. a cat looking up at the sky in front of a green background. black and white photograph of a flower. a close up of two yellow flowers. a red rose with water droplets on it. a blue flower with purple petals is shown. black and white photograph of a daisy. a group of blue flowers with yellow centers. a yellow poppy flower in the forest. a purple flower is shown in the foreground. a black and white cat standing on a tile floor. a red flower with a yellow center is in the middle of a green field. two purple flowers with water droplets on them. a black and white photo of a flower. a blue flower with a green background. black and white photograph of a dandelion. white rose photograph - white rose fine art print. a flower with purple petals and green stems. a red peony flower is shown in the background. a white apple blossom is shown in the sun. a single red and yellow flower with a green background. a blue flower bud with a green background. a purple iris with yellow and black petals. a purple and white flower with a green background. black and white photograph of a flower. a red and white tulip is shown in a blurry photo
30,32,a green and black bicycle with a seat and handlebar. a close up of a green car seat. a green scooter parked in the grass. a close up of a green and white car wheel. vespa scooter by james mccormick. a single orange flower in the middle of a field. a close up of a blue flower with green leaves. a close up of a flower with pink petals. a close up of a purple flower with yellow center. a bridge over a river with tall buildings in the background. a bridge over a river with a city skyline in the background
31,33,three blue flowers with yellow centers are shown. two pink and white flowers with green leaves. a pink flower with green leaves in front of a blue sky. black and white photograph of two daisies. a close up of a blue flower with yellow stamens. a close up of a red flower with green stamens. black and white photograph of a flower with water droplets. a white flower with yellow stamens. a red squirrel climbing up a tree trunk. a black and white cat with green eyes. a yellow flower with white petals is shown in the dark. a dead rose bud with brown leaves on it. black and white photograph of leaves on a plant. a close up of blue flowers in a garden. a purple iris with yellow and blue petals. a cat is standing on a wooden deck in the snow. black and white photograph of a flower. a black and white cat with green eyes. a yellow and red flower is in the middle of a field
32,34,a cat is looking to the side. a black and white photo of a flower. black and white photograph of leaves on a plant. a single yellow daffodil flower is seen in the dark. a cat with green eyes looking to the side. two pink roses are blooming in the garden. black and white photograph of snowdrops. a group of snowdrops are growing in the garden. a cat sitting in the dirt near some plants. purple crocuses are blooming in the dark. a blue flower with a green stem in the middle. a close up of a purple flower with green leaves. black and white photograph of a flower. photograph - purple flowers by julia krÃ¼ger. purple crocuses are blooming in the grass. a single yellow flower is shown in the middle of a dark background. a yellow rose with pink petals is shown. a cat laying on a table with a cat behind it. purple crocus flowers are blooming in the sun. purple crocuses are blooming in the grass. a single pink rose in a field of green leaves
33,35,a black and white photo of a building sitting on top of a pile of rocks. a truck is parked next to a container at night. a crane is lifting a large object on a train track. a building with multiple colored windows at night. a large container building at night with lights. a view of the city at night with a tall building in the background. a crane is lifting a large object in the dark. a large crane is sitting in the middle of a dark night. the european central bank building is lit up at night. a building with red and green lights on it. a barge is being loaded onto a ship in the water. a row of multi - colored buildings along the river. a row of colorful buildings along a river
34,36,a computer screen with a red background and a red banner. a man standing in front of a projector screen. a man standing at a podium in front of a computer screen. a man standing in front of a projector screen. a man giving a presentation in front of a screen. a man giving a presentation in front of a screen. two men standing next to each other in front of a whiteboard. a group of people sitting in a room with a projector screen. a man giving a presentation in front of a screen. a group of people sitting in a room with a projector screen. a man standing at a podium in front of a screen. a man standing in front of a podium with a presentation screen. a man standing at a podium in front of a white board. a group of people sitting in a room watching a presentation. a man standing in front of a group of people. a man in a white shirt and red tie standing next to a laptop. a man giving a presentation in front of a large screen. two men standing in front of a podium with a presentation. a man giving a presentation in front of a screen. a man standing at a podium in front of a screen. a man standing at a podium in front of a screen. two men are sitting at a table in front of a whiteboard. a man giving a presentation to a group of people. two men standing in front of a presentation screen. a man with a beard standing in front of a screen. a man standing in front of a screen with a presentation. a man giving a presentation in front of a screen. a laptop computer with a red background and a red banner. a man giving a presentation in front of a screen. a man standing at a podium with a laptop. the german government has announced a ban on the sale of meat products from animals that have been. a man standing in front of a presentation screen. a group of people sitting in a room with a projector screen. a group of people sitting at tables in a room. a group of people sitting in a room with laptops. a man standing in front of a laptop computer. a man giving a presentation to a group of people. a group of people sitting at tables in a room. a group of people sitting in a room with a projector screen. a man giving a presentation in front of a group of people. a man giving a presentation in front of a screen. a group of people sitting at tables in a room. a man giving a presentation to a group of people. a man in a white shirt is giving a presentation
35,37,"a pyramid with a picture of a pyramid and a picture of a pyramid. a glass display with various colored objects on it. a sign that says ""proud to be a kraft"". a woman with long blonde hair standing in a room. two women standing next to each other in front of a green wall. a pile of colorful paper triangles on a black surface. a man in a dark room with a blue light. a group of people are reflected in mirrors. a woman in black dress standing in front of a green wall. the Frankfurt sign is on the side of a building. a tall building with a cloudy sky behind it. a black and white photo of a building with a cloudy sky. black and white photograph of a tall building. a blue building with a cloudy sky in the background"
36,38,"a glass table with a chair and a lamp in front of it. a black and white photo of a building with trees. a glass box with a desk and chair in the snow. the front of a building with the number 10, 774 on it. the courtyard of the museum of contemporary art in Frankfurt. a park with tables and chairs under trees. a sculpture made of metal letters in the sky. a glass box with a desk inside of it. a person holding a cupcake with black and white frosting. a man standing in front of a sculpture made of letters"
37,39,"a green leaf with a small seedling on it. Frankfurt, Frankfurt, Frankfurt, Frankfurt, . a black and white photo of a building with a bridge. a black and white photo of a building with a large window. a reflection of people walking in front of a store. people are buying food at a food stand at a market. a building with a large mural on the side. a black and red train engine on the tracks. a black and red train engine sitting on the tracks. a green and black steam engine train is blowing smoke. a yellow and red train engine sitting on the tracks. a green and red train engine sitting on the tracks. a yellow and red train engine sitting in front of a building. a steak and fries on a white plate. a black and white photo of a building with a ladder. a steam engine train is pulling a train car. two trains are on the tracks. a train engine is pulling a train car on a track. a green and black train engine sitting on tracks"
38,40,a black and white photo of a city with a river. a view of the city from a train window. a train traveling down the tracks with smoke coming out of the engine. a river with a city skyline in the background. the building is made of wood and glass. a steak with mushrooms and potatoes on a plate. black and white photograph of a building with windows. two tall buildings with windows and a sky background. a river with buildings on both sides and a cloudy sky. black and white photograph of a building looking up at the sky. a black and white photo of a building under a cloudy sky. a river with buildings and a bridge under a cloudy sky
39,41,"a green emerald is sitting on top of some rocks. a green rock with a black background. a large triceratops dinosaur is on display in a museum. a piece of rock with a yellow crystal on it. a large rock with a light shining on it. a bicycle and tripod in a park near a building. a black and white photo of a large wooden sign. a statue of a cat sitting on a stone. ""amethyst is a purple crystal that is found in the earths crust"". a large rock with crystals on it"
40,42,"Frankfurt, , , Frankfurt skyline, Frankfurt skyline,. Frankfurt skyline at night. a statue of a man standing on a pedestal. two geese swimming in the water near a bridge. a river in front of a city skyline at dusk. a red double decker bus driving down a city street. a pink bus driving down a street near a building. a pink and black bus driving down a street. a tree with leaves. a woman standing on a bridge with a city in the background. Frankfurt skyline at night by james watson for stocksy united"
41,43,a tree in front of a building with a glass facade. a building with a large glass window in front of it. a building with green windows and a cloudy sky. the gherkin london. a tent in front of a building with a large glass dome. a tall building with a green glass facade against a cloudy sky. a building with a large glass dome on top. a building with green glass windows and a cloudy sky. a building with a large green glass dome. two tall buildings with green glass windows. a glass building with a sky background. a building with green glass windows and a cloudy sky. a building with a large glass window and a cloudy sky. a building with a triangular shaped glass window in front of it. a building with a large glass window in front of it. a black and white photo of a building with a sky reflection. a building with a large glass dome on top. a black and white photo of a building with windows. a tall building is next to a river. a skateboard with stickers on it. a black and white photo of a building with green glass
42,44,a butterfly with orange and black wings sitting on a leaf. a black and white butterfly on red flowers. a black and red butterfly with red wings sitting on a plant. an orange and black butterfly on red flowers. a butterfly with orange and black wings sitting on red flowers. a zebra butterfly on a flower. a pink and blue flower with purple tips. a brown butterfly with large eyes is sitting on a leaf. two people laying on the grass in a park. a group of pink flowers. a butterfly is on a fruit. a zebra butterfly on a leaf in the garden. a plant with green and white leaves. a large brown butterfly with black eyes on a branch. a butterfly with large eyes and a large brown and white body. a black and white butterfly on red flowers
43,45,a butterfly is sitting on a flower in the garden. a large greenhouse lit up with colorful lights. colorful trees in a park at night. a blue butterfly on a mesh net. a black and white butterfly on some flowers. butterfly on orange flowers by jimmy kirk. a butterfly is sitting on a leaf in a frame. a black and red butterfly with red and white stripes. a bronze statue of a nude woman in the park. a black and white butterfly with black and white stripes. a butterfly is sitting on a flower in a frame. a butterfly on an orange. a butterfly with black and yellow wings is sitting on a flower
44,46,a building with lights on it is reflected in a pond. a large screen showing a lizard in the dark. a man on a train track with a lighted sign. a group of poles with lights in the grass. light painting at night in a park. a large building with green and purple lights. a person walking through a glass building at night. a light is on a wooden post near a pond. autumn leaves on a tree branch. purple crocus flowers are shown in this photo
45,47,a street lamp is in front of a building. an old rusty wheel in a building with a rusty metal frame. a stool sits in front of a window in an old building. a dark room with brick walls and a bench. an old wooden staircase in an old building. a room with a ladder and a ladder in it. an old window with a view of a barn. an old window in an abandoned building. a brick path leads to a large house with a gate. an old brick building with a chimney and a clock tower. a house with blue trim and a wooden roof. an old attic with a window and a brick wall. the abandoned hospital in Frankfurt. three light bulbs sit on a window sill. an old building with a staircase and a light
46,48,purple crocuses are shown in this photo. a goose standing on a stone ledge near a pond. a close up of some purple irises. a flower bed with blue and yellow flowers. a group of umbrellas in a garden. a garden with many different flowers and plants. a flower bed with many different types of flowers. a cactus plant with yellow spikes. a group of trees lit up in pink and purple. a park at night with colorful lights. a night time view of a garden with colorful lights. a green and purple building lit up at night. black and white photograph of grass in the dark. a building with neon lights on it. a building with colorful lights on the front. a building lit up with colorful lights. a group of lighted flowers in the dark. a group of colorful lighted sculptures in a park. a group of red and white tulips. two purple crocuses are growing out of the grass. a cactus with many spikes on top
47,49,two purple flowers with yellow stamens. an empty field with a building in the background. a large empty lot with concrete blocks and a fence. two purple flowers are blooming in the grass. an empty lot with a fence and a building. the greenhouses are empty and the building is in the middle of a field. a path in a park with trees and grass. sale site de vie de la ville de la ville de la ville de la. a yellow house with a tree in front of it. a building with stairs and a tree in front of it. a group of plants with orange flowers in a garden. a white rose with a yellow center on a green background. an abandoned building with graffiti on the walls. yellow flower photograph - yellow flower fine art print. a close up of a japanese maple tree with red leaves. black and white photograph of a flower with water droplets. a single pink flower is in the middle of a field. black and white photograph of a flower. a purple flower with yellow center is in the grass. autumn leaves in the woods. a white flower with yellow stamens is shown. a building with graffiti on the outside and a basketball court. an abandoned building with graffiti on the walls. an abandoned building with a fence and trees. two red poppies are shown in front of a dark background. a white rose is blooming in the middle of a green bush. a single orange poppy flower is shown in the dark. a pink rose with yellow stamens in the center. a pink peony with yellow center in the dark. blue flower photograph - blue flower fine art print. a blue flower with white centers is shown. the abandoned building has been turned into a greenhouse. a blue iris flower is on a rock. a yellow tree with yellow flowers in the middle of a park. blue flowers photograph - blue flowers fine art print
48,50,"two tiger cubs are walking through the grass. a yellow bird sitting on a rock in the sun. a green snake is sitting on a rock. a red-breasted bird sits on a branch. a blue bird is sitting on a branch. a red, black and yellow bird sitting on a tree branch. a red and black bird with its mouth open. a bird sitting on a tree branch. a green lizard sitting on a branch in the jungle. two lizards sitting on a rock in an enclosure. a green frog sitting on a branch in the forest. a fish in a pond with some plants. two small rodents are standing on top of a rock. a small orange and black frog sitting on top of a green leaf. a grasshopper is sitting on a leaf. a wooden fence with a broken gate and a tree. a large bird with its wings spread out. a praying mantisce is hanging from a branch. a ground squirrel eating a nut in the sand. a tiger is drinking water from a pond"
49,51,a tree branch with pink flowers in the night. a green plant with lights in the background. a city at night with a pond and trees. a swan is swimming in a pond near a park. a small pink flower is on a branch. a close up of a pink flower on a tree. a small pink flower on a branch with a blurry background. two dogs laying on the grass together. two dogs playing in the grass. two dogs are laying on the grass together. a street with a car parked on it. a close up of some small green leaves hanging from a tree. a purple flower is in the middle of a field. yellow daffodils in front of a building at night. snowdrops growing in the grass
50,52,"a rainbow colored building with a large tower in the background. a black and white photo of a city street. black and white photo of a city under stormy skies. a building with a large white building next to it. a tall building with a curved balcony and windows. two tall buildings with many windows. two tall buildings with windows on the top. a black and white photo of a building with windows. a black and white photo of a tall building. a black and white photo of a city skyline. a black and white photo of a tall building. a circular glass dome with a metal structure inside. a train is parked in a subway station. a blue train on the tracks. a woman is standing next to a train at a station. black and white photograph of tall buildings in a city. black and white photograph of people walking in front of tall buildings. the sun sets over the city of Frankfurt. black and white photograph of a tall building. a view of the city from the top of a building. an old black and white photo of a building. a large circular building with a fountain in front of it. a building that is being torn down is being replaced by a new building. black and white photograph of a tall building. a black and green building with a sky background. a large metal sculpture of a man holding a stick. a black and white photo of a building with balconies. a tall building with a blue sky in the background. a black and white photo of a building with many balconies. a black and white photo of a tall building. a black and white photo of a tall building. black and white photograph of a tall building. a black and white photo of a tall building. a large circular light display with blue and red lights. a tall building with a glass facade in front of a cloudy sky. two tall buildings with clouds in the sky. a black and white photo of a light bulb. a tall building with a blue glass facade. the city of Frankfurt, , with a cloudy sky. empire state building, Frankfurt, . a tall building with a blue sky in the background. skyscrapers in the city of Frankfurt. a tall building with a blue sky in the background. a street with cars parked in front of a building. aerial view of the city of Frankfurt, germany. a train station with a mural of an eagle and flowers. a mural of a bird and flowers on a wall. a tall building is seen in the distance. a tall building with a blue sky and clouds. a black and white photo of a tall building. a view of a tall building with windows. a 360 degree view of the city from above. the building of the german central bank in Frankfurt. a building with a large glass front and a cloudy sky. the tallest building in Frankfurt, . two tall buildings with blue sky and clouds. a large hot dog sitting on top of a trash can. a white box with a poster on it sitting on the ground. a poster for a movie is on the wall. a car is parked in front of a building with a fire coming out of it. a large smoke plume is coming out of a building. traffic in the city of Frankfurt, germany. a man is walking down an escalator in a dark tunnel. a long escalator with lights on it. a city street with a bus stop and a tall building. european central bank. a statue of a man with his hands on his chest. a group of men standing around a truck with a tent on it. two men in uniform standing on the street. 1940s tram in Frankfurt,  - tram stock videos & royalty-free. a black and white photo of a statue on top of a building. a statue of a man with a crown on his head. a statue of a man in a cloak standing on a pedestal. an old black and white photo of a building with ornate architecture. an old photo of a street with cars and buildings. an old black and white photo of a building with statues on it. a group of people standing in a circle on stage. a black and white photo of a crowd of people on stage. a black and white photo of a man standing in the middle of a jungle. a black and white photo of a family with children. a black and white photo of a fountain in front of a building. a black and white photo of people in a boat on a lake. a black and white photo of a fountain in front of a building. people in boats on a lake in the park. an elephant is being led by a crowd of people. a black and white photo of people in a park near a fountain. people walking around a fountain in a park. people are standing around a fountain in a park. a black and white photo of a fence and trees. 1940s vw beetle driving on street in Frankfurt - 1940s stock videos &. a sign on the side of a building that reads headquarter company 4th infantry division. a black and white photo of a man riding a bike. a man sitting in a chair with a smile on his face. a man brushing his teeth in a bathroom. a black and white photo of soldiers standing around a truck. a black and white photo of a truck with tires on it. an old black and white photo of a large building. three men in uniform standing next to a brick wall. the building is tall. an old photo of a concert with people in the audience. two men standing on the steps of a building. a large ship with men in uniforms watching it. a black and white photo of a tall building surrounded by trees. an old black and white photo of a tram on the street. a statue of a man with a book in his hand. a black and white photo of a group of people on stage. a black and white photo of people sitting at tables in a garden. two elephants are standing next to each other. a crowd of people standing around a man in a hat. three men in suits and ties pose with a polar bear. a black and white photo of a fountain in a park. 1940s bus in the city of Frankfurt, poland. a man riding a bicycle past a fence. two statues of men standing next to each other. an old photo of a room with a bed and a chair. three men stand outside of a building at night. a group of men in uniform standing on the water. a building with windows that are reflecting the words on the side. a large building with trees in front of it. european union euro sign. a tall building with many windows and a blue sky. two tall buildings with blue sky in the background. a black and white photo of a building under construction. a plane flies over a tall building with a blue sky"
51,53,a city street at night with a traffic light. a city at night with a lot of lights. black and white photo of a tall building. a tall building with a curved glass facade. a tall building with a curved glass facade. a tall building with a blue glass facade. a black and white photo of a heart shaped building. a heart shaped building with a blue sky in the background. a modern building with a curved balcony and a blue sky. a view of a building with a heart shaped window. a tall building with a curved facade and sky
52,54,yellow flowers on a plant with green leaves. a close up of a pink flower on a tree. two dogs fighting in a park. two dogs playing in the park. two dogs playing in the grass. two dogs playing in a park. two white dogs sitting on the grass in front of a building. two white dogs playing in a park. two dogs sitting on the grass in front of a building. a tree in front of a building at night. a close up of a green leaf on a plant. photograph - autumn flowers by jimmy kim. a small red flower is shown in the dark. a sunflower is seen in front of a building. red rose in the garden. a white flower is in the middle of a field. a blurry image of a flower in the woods. a white flower with yellow centers is shown. two white flowers with yellow centers are in the background. three white butterflies are sitting on the ground. white butterflies in the grass. a close up of a plant with green leaves. two small butterflies are sitting on the ground. a white flower is growing on a plant. red flowers with water droplets on them. a sunflower is shown in the dark. a small green plant with yellow flowers. a close up of a flower bud on a plant
53,55,the building is very tall and has many windows. the building is tall and has windows. black and white photograph of two tall buildings. black and white photograph of a tall building. the view from the ground up of a building. a view of the city from a boat on a cloudy day. two tall buildings with blue glass windows and a sky. a tall building with windows and a cloudy sky. a building with a large glass window in front of it. black and white photograph of a city street with tall buildings. the view from inside a circular building looking up at tall buildings. black and white photograph of a tall building
54,58,a close up of a bamboo plant with leaves. a close up of a white flower with yellow centers. a cluster of white flowers on a bush. a pink flower with green leaves on a tree. a catkins flower on a tree branch. yellow flowers hanging from a tree branch. purple flowers blooming in the spring. white flowers in the garden. a blue flower with a blurry background. a pink flower is in the foreground of a blurry photo. a close up of a blue flower with a blurry background. a red flower with a blurry background. a red flower is in the middle of a green bush. fuchsia fuchsia fuchsia fuchsia fuchsia fuchsia f. a yellow flower is in the middle of a field. a close up of some tall grass. a close up of red flowers on a plant. a white flower with green leaves and stems. a close up of a flower with green stems. a white flower with green leaves in the background. a bee sits on a blue flower. a close up of a yellow and red flower. red rose in the garden. orange flowers with a yellow center in the middle. a thistle plant with a green background. red geranium flower in the garden. a thistle plant with many small blue flowers. a purple flower with a green stem in front of a blurry background. a close up of a bunch of small green seeds. a close up of a green plant with a flower. a thistle flower with purple petals and green leaves. a purple thistle flower is shown in the foreground. a white flower with a green stem. a red flower with yellow centers is growing in a green plant. a tree with twisted branches in the middle of a rocky area. a white flower with green leaves in the background. a yellow flower with brown spots on it. red berries on a bush with green leaves
55,59,people are standing in line to get into a building. a group of people in t - shirts posing for a photo. a woman smiling while playing an electronic keyboard. a man playing a bass guitar in front of a keyboard. two men sitting at a table with microphones and cell phones. a group of people in black shirts and running shoes. two women are smiling and holding coffee cups. a person playing the keyboard on a stage. a man playing an electric guitar in front of a microphone. a band playing music in a large room with people. a woman in a sequin dress singing into a microphone. a woman in a red shirt playing an electric guitar. three people holding a turkish flag in front of a stage. a woman wearing a sequin dress and earrings. two women talking at a conference. a man playing an electric guitar in a black and white photo. a woman in glasses playing an electric guitar. a band playing music in a room with people
56,60,a tram on the street in front of a tall building. a street with a tree in the middle of it. a city street with a motorcycle parked on the side. an abandoned alleyway with a fence and a building. a close up of a metal structure with blue sky in the background. a tall building with a blue sky in the background. a view of a city street with a church in the background. a tree in the middle of a city street. a yellow building with a tall building in the background. graffiti on the door of a building with a cat on it. black and white photograph of a waterway in a city. a woman with an umbrella walking down a sidewalk. a bridge over a body of water in a city. a tall building with windows against a cloudy sky. two tall buildings with windows and a sky background
57,61,an ornate wrought iron railing in an abandoned building. a spiral staircase in an old building with a window. an empty courtyard with a building in the background. a view of a building through a window. two windows with ivy growing through them. photograph - the door by james mccormick. a courtyard with purple flowers and a building in the background. an abandoned building with graffiti on the wall. an old room with a door and a window. an empty room with stairs and a staircase. an old stairway in an abandoned building with a ladder. a broken window in an abandoned building with a broken mirror. a building with a door and a tree in the middle. the stairwell in the abandoned building. an open window looking out onto a building with plants growing through it
58,62,"a staircase in a house with a light coming in. black and white photograph of a building with windows. an empty hallway with a light shining through the window. an old building with a garden in the middle of it. a black and white photo of a building with a balcony. black and white photograph of a stairway. a black and white photo of graffiti on the wall. a can of joe sitting on the ground. a piece of luggage is sitting on the floor. a black and white photo of a bathroom with graffiti on the walls. black and white photograph of a stairway. an empty room with graffiti on the walls. black and white photo of a fireplace in an old house. a black and white photo of a hallway with a door. a bathroom with a sink and toilet in it. a black and white photo of a spiral staircase. a black and white photo of a brick wall. black and white photo of a window with vines growing through it. a black and white photo of a balcony railing. black and white photograph of a staircase in an old building. a black and white photo of graffiti on a wall. a black and white photo of a room with a fish mural on the wall. a door with graffiti on it. a black and white photo of a room with two doors. a black and white photo of a bathroom with a door. black and white photograph of a building with a sky in the background. a black and white photo of a television in a room. a black and white photo of graffiti on a wall. an empty hallway with graffiti on the walls. a black and white photo of a graffiti on a wall. a black and white photo of a window in an old building. black and white photograph of grapes on a railing. fish graffiti on the wall of an abandoned building. bittertÃ¼r schleife, Frankfurt, , 2015. a clock with graffiti on it. an empty hallway with doors and windows. a black and white photo of a hallway with a door. a black and white photo of a hallway with doors. a black and white photo of a map with a swastika on it. a black and white photo of a dead bird. a black and white photo of a drawing on a wall. an empty hallway in an old building. black and white photograph of electrical panel in a wall. black and white photo of two radiators. a black and white photo of a safe box. a toilet in a room with a broken door. a toilet with a picture of a man on the wall. a black and white photo of a door and brick wall. black and white photograph of a window with vines growing through it. ""graffiti on a wall with the wordshein rind? "". black and white photo of a wrought iron railing. an open door in a room with a black wall. an old brick doorway in an abandoned building. an empty hallway with graffiti on the walls. an empty room with many tables and chairs. a black and white photo of a mirror with graffiti on it. the word ""dent"" is written on the wall of an abandoned building. the staircase in the abandoned building. black and white photo of three stained glass windows. a black and white photo of an open closet. black and white photograph of a spiral staircase. the inside of the abandoned building. the abandoned building of the old hospital in Frankfurt. stained glass windows in the old train station. a black and white photo of a building with a window. black and white photograph of a staircase in an old building. black and white photo of a balcony with ornate railings. an empty hallway with doors and windows. a black and white photo of a window with ornate design. an old building with a ladder and stairs. an abandoned room with a window and a radiator. an empty room with pillars and stairs. an old building with a balcony and windows. a spiral staircase in an old building. an abandoned building with graffiti on the walls. black and white photograph of a staircase in an old building. a black and white photo of a fire hydrant. a black and white photo of a cartoon character on a wall. a black and white photo of a laundry room. the abandoned building of the old hospital in the city of Frankfurt. black and white photo of a wrought iron railing. an old machine with a bunch of wires inside. an empty room with a broken window and a broken door. a black and white photo of a clock. a black and white photo of a sign that says fur die buchse erfert w. a mural depicting two people holding hands on a wall. a black and white photo of a tall building. an old door with a mirror on it. a black and white photo of a door leading to a room. a black and white photo of graffiti on the wall. an old room with a door and window. a black and white photo of a sign on a wall. a black and white photo of a door with a sign that says police - prague. a black and white photo of a balcony railing. a black and white photo of a narrow alleyway. black and white photo of three windows with ornate railings. an empty room with blue pillars and stairs. a tree in front of a building with a bench. an old stairway in an abandoned building. an old stairway with a window and railing"
59,63,a building with a large glass building in the background. a building with a large glass window and a clock. a tall building with a clock on it. the sky is reflected in the glass roof of a building. black and white photograph of tall buildings. a pole with a bunch of white and red ribbons tied to it. a view of two tall buildings with a jet plane flying in the sky. black and white photograph of tall buildings. black and white photograph of a building with sky in the background. black and white photograph of a building with a sky in the background. reflection of the building in the glass of the building. a city street with a large building in the background. a black and white photo of a hallway in a building
60,64,"a statue of jesus and three women on display. a group of statues of jesus and his disciples. a marble statue of a man with a beard. a wooden sculpture depicting a man on horseback and a woman on a donkey. a statue of a woman with her arms crossed. two carved wooden panels with scenes of animals and people. a wooden sculpture depicting a woman and child. a wooden carving of three men sitting at a table. a statue of two people in gold and red. a statue of the madonna and child with angels. a statue of a man wearing a hat and holding a sword. a statue of a man holding a baby. a marble head of a man with a long beard. a statue of a man holding a large object. a mosaic depicting two men in armor. a statue of a woman wearing a hat and a dress. a bust of the ancient philosopher and philosopher, socrates. a painting of a man and woman in a room with a large painting. a statue of a man with a winged arm. a statue of a man with a beard and a beard. an egyptian statue is on display in a museum. three egyptian statues are displayed on a wall. a statue of an egyptian woman with a headdress. a statue of an egyptian man standing on a pedestal. a statue of a woman wearing a gold headdress. a large stone door with a large painting on it. an egyptian relief depicting a woman and her husband. an egyptian relief depicting a man with a spear. an egyptian relief depicting a man with a bird. a group of statues of men standing in a row. a large clock tower inside of a building. an ancient pottery dish with two men fighting on it. a statue of an egyptian woman standing in front of a stone wall. an ancient egyptian relief with men and women"
61,65,"a marble head on display in a museum. a marble head on display in a museum. an egyptian statue on display in a museum. a painting of a man and woman in a room. a statue of a woman in a dress on display. a statue of a woman in a dress on display. a statue of a man with a ball in his hand. the museum of ancient greece in Frankfurt. ancient greek vase with a horse and rider on it. a vase with a man and woman on it. a vase with a man and woman on it. a statue of a man with his arms outstretched. an ancient vase with a man and woman on it. a marble head on display in a museum. a white marble head on display in a museum. an ancient pot with a painting of two men fighting. a statue of a woman with a head on display. an ancient vase with a man and woman on it. ""a silver coin with a womans head on it"". a coin with a maze design on it. a vase with a man and woman on it. a statue of a man with a beard and a beard. an egyptian statue on display in a museum. a statue of a woman on display in a museum. a statue of a man holding a tennis racket. a statue of a man holding a tennis racket. a statue of a man with his arms outstretched. a marble relief depicting the battle between the roman army and the greek army. a marble head of a man with curly hair. a marble head with curly hair on display. a mosaic depicting two men working on a wheel. an egyptian stone plaque with a woman and a man. a statue of a lion with a head on top. ""a sculpture of a womans butt on display"". a marble bust of a woman on display in a museum. a bronze statue of an egyptian woman on display. a statue of a man with his arm raised in the air. ancient greek vase with a man and woman on it. two sculptures of men and women on display in a room. a bust of the ancient philosopher atlantis is on display. a marble bust of a man with curly hair. a statue of a man with a beard and long hair. an egyptian relief depicting a man holding a spear"
62,66,"a plant with pink flowers in a pot. a close up of a lamp with a hole in it. a close up of a bunch of berries in a vase. a close up of a bicycle seat with a leather cover. ladybugs on a ledge. a close up of a purple flower. a vape sitting on a table next to a potted plant. a rainbow is seen over a house in the sky. a camera, a vape and a flower pot on a wooden table. fuchsia flower by jimmy. a flower in a pot on a window sill. a close up of a plant with purple berries. a close up of yellow flowers with a blurry background. a close up of some pink flowers. a close up of some pink flowers with green leaves. the moon is setting over a building with windows. a red flower is in a plant with green leaves. a metal bucket with pink flowers in it"
63,67,purple crocus flowers in the spring. purple crocuses growing in the grass. a yellow flower is growing in a pot. a small plant is sitting in a pot on a table. a pink flower with brown leaves and buds. a tree with no leaves in front of a building. a house with a flag on the roof and a flag pole. pink flowers in the garden. a white clematis flower is shown in the background. chives blooming in the garden. a dried flower with brown petals and leaves. two dead flowers in a vase on a window sill. a chimney with a brick roof and a brick chimney. a plant with purple flowers in a pot. a close up of a red flower with a bug inside. purple flowers are growing in the garden
64,68,"the river is flowing through a city with tall buildings. a view of the city through a metal gate. a view of the city from the bridge. a close up of a metal railing with rivets. the skyline of Frankfurt, , at dusk. the skyline of Frankfurt, , with the river and bridge in the foreground. a bridge with a city skyline in the background. a snow covered road with two snow - covered lines. a boat is traveling down a canal at night. a close up of a metal pole with rivets. a close up of a metal object on a wall. a bridge at sunset with a city in the background. a street light is on the side of a road at sunset. a river at night with a building in the foreground. a river at night with buildings and boats. the skyline of Frankfurt at night. a bridge over a river with a city skyline in the background. a barge traveling down a river with tall buildings in the background"
65,69,a plant with green leaves hanging from a pole. a close up of a rusty metal machine. a blurry photo of a city at night. a dog is standing in the water next to a building. a river with buildings and a bridge in the background. a black and white photo of a tall building in the fog. a building is reflected in the water on a foggy day. two black and white photographs of trees in the snow. a building with a red roof and a brick wall. a view of the city at night from a boat. a brick wall with graffiti on it. a man in a hat and jacket standing in an elevator. a glass of red drink with ice and a spoon. a large building with a large window in front of it. a person pushing a cart with a newspaper on it. a bridge over a river with tall buildings in the background. people are on a boat in front of a tall building. a crane is being used to lift a large object
