ID,caption,cluster
53322295037,a city street with tall buildings in the background,103
53323513594,a building with a circular glass structure,105
53323396868,a construction worker is working on a construction site,103
53323396828,a tall building with a clock on it,63
53323396353,people walk through a train station with a train,70
53322294117,a street with a tree in the middle of it,60
53322293617,a city street at night with a traffic light,53
53322293537,a city at night with a lot of lights,53
53323512029,a street with cars parked on it and a tall building,-1
53323395573,a city street with a motorcycle parked on the side,60
53323624975,a large building with a clock tower,-1
53322293097,a sculpture in a park with trees and a bench,99
53322293032,a man is walking down an escalator in a dark tunnel,98
53323624715,a long escalator with lights on it,98
53323624550,a city street with a bus stop and a tall building,98
53323395078,a tall building with many windows on a cloudy day,-1
53323511129,a train station with people walking around it,70
53322292537,a city street with cars and buildings in the background,-1
53321045548,a black and white photo of a city street,52
53320805756,a train at a train station,70
53321044128,black and white photo of a city under stormy skies,52
53319245232,black and white photograph of a flower with water droplets,49
53318556282,a building with graffiti on it,-1
53318991798,a close up of a leafy plant,-1
53318991668,a large house at night with lights on the windows,-1
53319219695,a close up of a lamp with a hole in it,66
53318257575,a drawing of a street scene with people walking through it,116
53318025473,a black and white drawing of a piano and people,116
53318010258,a black and white drawing of a forest with trees,116
53317989788,a drawing of a cartoon character with a knife and a fork,116
53317232318,a view of a construction site through a window,-1
53317123860,a sunflower is seen in front of a building,54
53317123695,red rose in the garden,54
53316843933,black and white photograph of tall buildings in the city,-1
53317066765,two doors with carvings on them in front of a building,-1
53316782080,"""a vintage childrens magazine with illustrations of childrens toys""",116
53316491679,a painting of a mountain with clouds and a man standing on top,116
53316611210,a drawing of a town with a kite flying over it,116
53316134901,a painting of buildings in the city with a green sky,116
53316378338,a painting of a city street with buildings and trees,116
53316375163,a drawing of a city street with buildings and a clock tower,116
53316131671,a painting of a man walking in the woods,116
53316485529,a painting of a city with buildings and a sky,116
53313667302,two black and white photographs of trees in the snow,69
53314359951,"Frankfurt, , , Frankfurt skyline, Frankfurt skyline stock",97
53314733845,the city skyline at night with a bridge over the river,-1
53313895435,two old cars parked next to a wall with graffiti,-1
53313300781,a close up of a flower with a white flower,30
53313576499,a painting of a river with a boat and a bridge,116
53312327247,a painting of a ship in the water with a man and woman,116
53313412948,a painting of people on the beach with boats,116
53313167706,a painting of people on the beach with a man in the middle,116
53313200958,a cartoon depicting a man in a suit and hat on top of a building,116
53312089392,a poster advertising the bicycle race in Frankfurt,116
53312164180,a black and white photo of a man bending over,0
53311932868,a group of cheerleaders performing in the air,0
53311993514,a group of people on stage with a man in the middle,0
53311873183,a group of people on stage in black and white,0
53312103925,a group of dancers performing on stage,0
53310502702,"a poster for the statue of liberty, with a ship in the background",116
53311438838,two pictures of leaves on trees with green leaves,-1
53310992026,a painting of a man walking down the street with a tall building in the background,116
53311223279,a drawing of a city street with buildings and people,116
53309661727,a drawing of a house with a large window,116
53310882709,a drawing of a house in black and white,116
53309597012,a painting of a church with a tower in the background,116
53310817879,a painting of a church with a tower and a building,116
53310817199,a painting of a town with buildings and a church,116
53310460686,a painting of a building with a church in the background,116
53310389731,a black and white print of a house and a church,116
53310037049,a statue of a horse and a dog fighting,-1
53309893695,a purple flower is growing in the grass,19
53308757743,a painting of a man and woman in a building,116
53308789609,a painting of people walking in front of a building,116
53307565347,a painting of a church with a steeple,116
53308880945,"an abstract painting with a red, blue and white square",116
53308825260,a painting of a woman with a blue umbrella and a man with a fishing rod,116
53308347981,a painting of people on the beach with a boat in the background,116
53308823950,a painting of people walking in front of houses,116
53308543963,the building is tall and has windows,55
53308266081,a blue bus is parked in front of a building,-1
53307066737,a tall building in the fog with trees in the foreground,73
53308400980,a bridge over a river with a boat in the water,-1
53307927306,a city skyline is seen in the distance with a river,-1
53308400330,the sun rises over the river in front of a bridge,-1
53307937508,a group of people in a city street,94
53307596924,a painting of a person walking through the woods,116
53307230476,a painting of people in costumes and hats,116
53307230361,a painting of people in orange and blue clothing,116
53307574699,a painting of people walking down the street,116
53307147616,a park with a large building in the background,-1
53307439689,a drawing of a man in a hat and tie,116
53306194932,black and white photograph of people walking in front of tall buildings,56
53307305503,the sun sets over the city of Frankfurt,56
53306850250,a yellow leaf with green spots on it,26
53305507397,a group of mushrooms growing on a mossy tree,26
53305849458,a crowd of people in front of a building,111
53305703408,a mushroom is growing on a tree branch,27
53305935005,a red mushroom with white spots on it,27
53305456931,autumn reflections in the pond at the park,27
53304595982,a mushroom is sitting on the ground in the woods,27
53305934550,mushrooms growing on a mossy log in the forest,27
53305702498,a mushroom is sitting on the ground in the grass,27
53305934065,a ring sitting on top of an apple in the grass,27
53305821069,a small mushroom is sitting on top of a mossy surface,27
53305004611,"stained glass window in the church of st john the baptist, lukas and joh",-1
53305004501,a building with a large archway and a sign on the door,104
53305179933,a goose is eating grass on the ground,-1
53305179823,a bridge over a river with a building in the background,81
53305298385,a street lamp is in front of a building with a balcony,113
53303954487,a large building with a clock on it,113
53305296175,"""Frankfurt s new political party""",113
53304855579,a man standing in front of a display of food,100
53304851909,"""dragons milk beer at the city of dragons""",100
53304472631,a large display of fruit and vegetables,100
53304705088,a display of rambutan fruit,100
53304214560,a field with tall grass and trees,13
53302874032,autumn leaves in the forest by james mccormick for stocksy united,13
53302873852,a bench with mushrooms growing on it,13
53303737306,a white dog sitting on the ground near a pond,13
53302797762,a muddy river in the woods with trees and leaves,14
53302797087,a stone bridge over a stream in the woods,14
53301284302,a single pink flower is in the middle of a field,49
53301241207,autumn leaves on a tree branch,46
53300959391,a shoe hanging from a chain,-1
53301256000,autumn trees in the water,13
53299915942,a close up of mushrooms growing on a tree stump,13
53301145584,blurry image of a field with trees and grass,13
53297410722,a group of people in t - shirts posing for a photo,59
53298278291,a woman smiling while playing an electronic keyboard,59
53298750940,a man playing a bass guitar in front of a keyboard,59
53298652634,two men sitting at a table with microphones and cell phones,59
53298526358,a group of people in black shirts and running shoes,59
53297409452,two women are smiling and holding coffee cups,59
53298650219,a person playing the keyboard on a stage,59
53297407362,a man playing an electric guitar in front of a microphone,59
53297406172,a band playing music in a large room with people,59
53298522718,a woman in a sequin dress singing into a microphone,59
53298648504,a woman in a red shirt playing an electric guitar,59
53297832717,a black and white photo of people on bikes and a building,104
53298978484,blurry image of a road with trees and sky,25
53299078175,a view of the sky with smoke coming out of it,25
53298473361,a man in black and white walking with a long stick,0
53298941715,a man in a costume is juggling on a stage,0
53298230186,a dog wearing a collar is running through the woods,27
53298476878,a barge traveling down a river on a cloudy day,72
53298701310,a boat is traveling under a bridge,72
53298362193,a train on the tracks,-1
53296409505,a blurry image of people running in a marathon,104
53293540562,a man in a blue suit is holding a red ball,0
53294410921,a man in a hoodie is holding a frisbee,0
53294393226,a person in a blue suit is performing on stage,0
53293337507,three people holding a turkish flag in front of a stage,59
53294453574,two women performing aerial acrobatics on a bed,0
53293135410,people are walking around in front of a building,122
53292481033,a statue of a man on a horse with a dog,91
53292609654,a stone plaque with a man and woman on it,91
53292703885,a stone sculpture of a horse with a rider,91
53292608669,a statue of a man in a costume on display,91
53291352857,a statue of a man holding a sword and a statue of a man,91
53292607269,a stone plaque with a woman holding a staff,91
53292235161,a statue of a man sitting on a rock,91
53291350907,a stone sculpture of a man and a woman on a pedestal,91
53292606044,a large stone plaque with a circular design on it,91
53292477088,a stone relief of a man holding a spear,91
53292234211,a large stone plaque with various scenes on it,91
53292233776,a stone sculpture of a man holding a sword,91
53292604594,a stone statue with a head on top of it,91
53292699020,a statue of a woman with a hat on her head,91
53291348492,a marble statue of a man in a museum,91
53291022392,the sky is reflected in the glass roof of a building,63
53292281344,a man in a blue suit holding a stick,0
53289834957,pink poppies in the garden,25
53290106958,the sky reflected in the glass facade of a building,-1
53289869393,a tall building with a green glass facade against a cloudy sky,43
53289243686,a group of people sitting in chairs and talking,-1
53289713910,a group of people in white shirts posing for a photo,-1
53289713590,a woman with curly hair sitting at a table,-1
53289616784,a group of people in white shirts posing for a photo,-1
53288360602,a group of people in white shirts posing for a photo,-1
53289615669,three young people in green shirts sitting on a tree,102
53289615679,a group of people sitting in chairs with green shirts,95
53289491363,a group of young people sitting in front of a screen,-1
53286755721,black and white photograph of a flower,49
53285417838,a blue house is reflected in the window of a car,-1
53283265221,a tv screen showing a person on a skateboard,93
53283636389,a woman is holding a phone in front of a tv,93
53283722845,a woman is reflected in a mirror in a dark room,93
53283722585,people walk around a city square with buildings and people,-1
53283513738,people sitting at tables in a city square,-1
53282371647,a 360 degree view of a city street with buildings and people,122
53283513468,a display case with many different types of bread,100
53283722125,a woman is looking at a display of meat in a store,100
53283513303,a woman taking a selfie in front of a tree,104
53281628963,people walking across a bridge with a lot of people on it,-1
53280731084,old books on a shelf in a library,-1
53280498559,a bridge at dusk with a lighted path,-1
53279568591,"a blue flower with long, thin stems",30
53279936900,a high speed train at a train station,70
53277915415,a man in a suit is sitting on a chair and holding a microphone,-1
53276475327,a group of mushrooms growing on a mossy surface,26
53319105494,a close up of a bunch of berries in a vase,66
53317123515,a white flower is in the middle of a field,54
53316648136,a blurry image of a flower in the woods,54
53315579103,a close up of a bicycle seat with a leather cover,66
53313193866,a painting of sailboats in the ocean with orange sky,116
53313623280,a painting of people reading newspapers in a park,116
53311614318,a poster for the german ship the blatter,116
53311464985,a painting of a woman in a pink dress walking with a dog,116
53310867531,a painting of a church with towers and a tower,116
53306371017,painting - cycling race by russian artist,116
53307618685,the city skyline is very tall and has many tall buildings,104
53306617573,a mushroom on the ground in the forest,26
53306735444,mushrooms growing on a tree stump in the forest,26
53306617143,a leaf with yellow and brown leaves in the background,26
53305507212,a single leaf on a branch in the fall,26
53306373286,a pile of mushrooms in the woods,27
53305477614,the city skyline is lit up at night,-1
53304967500,a display of fruit and vegetables,100
53303981093,a building with a red roof and a brick wall,69
53301146854,a group of mushrooms on a log in the forest,13
53299078375,a blurry image of a tree with a sun setting behind it,25
53299077925,a blurry photo of a tree in the woods,25
53298478008,a small vehicle with a canopy on it is driving through the woods,27
53294548400,two women performing acrobatics on a pole,0
53292670621,a street with colorful buildings and a clock,120
53292914298,a coffee cup sitting on top of an orange table,100
53292479718,a statue of a man and woman with a statue of a man and woman,91
53292702130,a museum display with statues and statues,91
53290838947,a woman in a black and white photo is flying,0
53285976984,a red flower is shown in the center of the photo,-1
53284712857,the sun rises over the river and bridge in a foggy morning,-1
53283723155,a large television screen showing a cartoon character,93
53283723095,a tv screen showing a cartoon character in a submarine,93
53283265031,a woman is sitting in front of a computer screen,93
53283514163,a woman holding a book,93
53283514103,a table with a screen showing a woman and a man,93
53283514088,a display case with a glass top and a lot of different items,93
53283514018,a view of the city at night from a boat,69
53283264771,a woman is taking a selfie with the words cruising,-1
53283264761,a woman wearing a face mask in front of a river,-1
53282371587,people sitting at tables in a city square,-1
53283722295,a display case with breads,100
53283513458,a display case with a variety of pastries,100
53283721940,cat calling is not a compliment,-1
53280664113,a brick wall with graffiti on it,69
53279489302,a group of trees with birdhouses attached to them,-1
53304027024,a muddy pond in the woods with trees and leaves,14
53304026524,autumn leaves on a tree branch,19
53299916172,a blurry image of a forest with trees and grass,13
53300642470,a building with a large glass dome on top,43
53298278421,a woman wearing a sequin dress and earrings,59
53298653479,two women talking at a conference,59
53298525758,a man playing an electric guitar in a black and white photo,59
53298525438,a woman in glasses playing an electric guitar,59
53297406722,a band playing music in a room with people,59
53298605684,a tall wooden tower with a blue sky in the background,25
53298477503,a blurry image of a pile of logs in the woods,27
53298477323,a blurry image of a forest path,27
53298228066,a red leaf on a tree in the background,72
53298603334,ladybugs on a ledge,66
53296744132,an aerial view of the stadium and city,-1
53297079721,a purple flower with yellow center is in the grass,49
53295771574,a single purple flower with water droplets on it,19
53295357966,autumn leaves on a tree,19
53293246624,a cello is sitting on the ground next to a guitar,-1
53292914528,people walking around a town square with buildings and a church,-1
53292914103,a view of the inside of a store with lots of shelves,100
53292481368,a large stone plaque with a man on horseback,91
53291354007,a stone sculpture of a man holding a sword,91
53292609364,a large stone sculpture of a man and horse,91
53292604299,a stone statue of a man sitting on a chair,91
53289492363,a woman giving a presentation at a podium,-1
53288360327,a woman giving a presentation in front of a large screen,-1
53287693269,black and white photograph of a tall building,56
53286895035,a woman standing in a living room with a couch and a coffee table,-1
53285888851,a train station with people walking around and a train,70
53284713307,photograph - tree in the park by james mccormick,20
53285976579,a small plant with green leaves and brown stems,17
53285976369,red flowers blooming in the garden,-1
53284871834,autumn leaves in the woods,49
53283192951,a red train is pulling into a station,70
53283015175,a white flower with yellow stamens is shown,49
53282187409,two men sitting on chairs talking on stage,-1
53281628958,a view of the city from above with people walking around,107
53280663408,an old organ with many buttons and knobs,-1
53277650348,a rusty metal post in the grass,17
53277362961,yellow flowers in the rain,17
53277830585,a close up of a leaf with water droplets on it,17
53277712554,a river at night with grass and trees,6
53276472172,a graffiti wall with a child on it,-1
53277308140,a building with graffiti on it and a parking lot,28
53275952662,a building with graffiti on the side of it,28
53275950717,a field with a city skyline in the background,-1
53277113515,a close up of a leaf with red and yellow colors,17
53276894133,two tall buildings with windows and a sky,-1
53277023615,a view of the city from the top of a building,56
53275114432,a pyramid with a picture of a pyramid and a picture of a pyramid,37
53276007826,a glass display with various colored objects on it,37
53275113532,"a sign that says ""proud to be a kraft""",37
53276288128,a woman with long blonde hair standing in a room,37
53276361619,two women standing next to each other in front of a green wall,37
53276474325,a pile of colorful paper triangles on a black surface,37
53276006336,a man in a dark room with a blue light,37
53276165179,a black and white photo of a large structure,-1
53275104785,a blurry image of leaves on a tree,17
53273698067,a close up of a red leaf with green leaves,6
53274591036,blue flowers in the grass by james mccormick,6
53274590266,a close up of a purple flower,66
53274454083,black and white photograph of two tall buildings,55
53273064922,a cat with green eyes looking at the camera,30
53274111673,a green emerald is sitting on top of some rocks,41
53274111488,a green rock with a black background,41
53273344619,a large triceratops dinosaur is on display in a museum,41
53273186163,a close up of some grass in the middle of the day,6
53273257984,a vape sitting on a table next to a potted plant,66
53272255945,a group of people standing on the street next to a train,-1
53272143274,a blue tram driving down a street,-1
53271231416,a black and white photo of a tall building,-1
53269780622,two cars parked in front of a building with shutters,-1
53269535826,a piece of rock with a yellow crystal on it,41
53269477031,black and white photograph of a flower,30
53269025240,a large rock with a light shining on it,41
53268222390,an apartment building with a green umbrella on the balcony,-1
53266348618,a woman with tattoos and a beer in her hand,94
53495220767,black and white photo of a field with tall buildings in the background,-1
53263226296,a train traveling down the tracks near a factory,2
53263226191,a train traveling down the tracks in a rural area,2
53262137777,Frankfurt skyline at sunset,74
53261170097,a blue flower with a blurry background,30
53260759046,a close up of some purple flowers in the woods,14
53260598266,people walking along the river in front of a city,-1
53260889999,a couple sitting on the ledge of a building next to statues,-1
53260372273,two trains are parked at a train station,70
53259445106,a group of mushrooms growing on the ground,14
53258436567,a pink rose is shown in front of a dark background,30
53259524865,a tall building is next to a river,74
53258575860,a white and red train is stopped at a station,70
53258202953,autumn leaves in the forest,26
53258255329,a mushroom growing on a fallen tree in the woods,26
53257027552,autumn leaves in the forest,26
53258201753,graffiti on the pillars of a park,6
53257904386,a tree that has been cut into the side of the tree,6
53257903976,a fallen tree stump in the forest,6
53257345793,an egyptian statue on display in a museum,65
53257543475,a painting of a man and woman in a room,65
53257543510,a statue of a woman in a dress on display,65
53256171952,a statue of a woman in a dress on display,65
53257345673,a statue of a man with a ball in his hand,65
53257345593,the museum of ancient greece in Frankfurt,65
53256171787,ancient greek vase with a horse and rider on it,65
53257052431,a vase with a man and woman on it,65
53257543180,a vase with a man and woman on it,65
53257543125,a statue of a man with his arms outstretched,65
53257052281,an ancient vase with a man and woman on it,65
53257400599,a marble head on display in a museum,65
53256171057,a white marble head on display in a museum,65
53257344728,an ancient pot with a painting of two men fighting,65
53257542510,a statue of a woman with a head on display,65
53257400289,an ancient vase with a man and woman on it,65
53257542405,"""a silver coin with a womans head on it""",65
53257400239,a coin with a maze design on it,65
53257400229,a vase with a man and woman on it,65
53257051271,a statue of a man with a beard and a beard,65
53257542080,an egyptian statue on display in a museum,65
53257399879,a statue of a woman on display in a museum,65
53256875311,two cats curled up on a chair,30
53256630296,a white and red train on the tracks,2
53256408210,a train is parked at a train station,70
53255858689,"""Frankfurts frankfurt am main airport""",105
53254309292,"the skyline of Frankfurt, ",102
53255185276,a street lamp is in front of a building,47
53255519569,"thanos glove, gold, with gems on the fingers",21
53255312375,a pair of mittens with a fox face on them,21
53254824341,pink pet grooming gloves with black and pink dots,21
53255020395,a train is parked at a train station,-1
53254940145,a train on the tracks,2
53254801094,a red and blue train traveling down the tracks,2
53254893370,a red train pulling into a station,-1
53254312335,a white and red train is sitting in a train station,70
53254312295,a high speed train is stopped at a station,70
53253933603,an old rusty wheel in a building with a rusty metal frame,47
53254139510,a stool sits in front of a window in an old building,47
53253141138,two people looking at a painting of two people,104
53253107724,a yellow rose is shown in a blurry photo,57
53251682167,the building is made of wood and glass,40
53252515721,two pairs of gardening gloves with red and blue flowers,21
53252808418,a leather glove with a white and brown pattern,21
53251624262,a train is pulling into a station,71
53252989785,two gloves with different types of hands on them,21
53252949235,a pair of brown and red gloves with tassels,21
53252451446,two pairs of moccasins with fur on them,21
53252758299,a baseball in a glove,21
53250574682,a man wearing a bow tie and sunglasses,94
53250553327,white flowers in the garden,58
53251932055,a blue flower with a blurry background,58
53250060067,a bronze hand with a metal glove on display,21
53249904992,two gloves with embroidered designs on them are on display,21
53301465368,two dogs standing on top of a wooden fence,-1
53299915677,a tree branch is floating in the water,13
53298229476,blurry image of a path in the woods,27
53298227536,a blurry image of a tree with red leaves,72
53293040609,two statues of bears and bulls in front of a building,-1
53283723165,a woman is taking a selfie in a yellow submarine,93
53283722940,a woman is sitting on a chair in front of a television,93
53283514233,a woman is on a television screen with red lights,93
53283264831,a woman taking a selfie in front of a bridge,81
53282371907,gold schatz chocolate bar,-1
53283635924,a slice of blueberry cheesecake on a white plate,120
53283722550,a city square with many people walking around it,122
53283264396,a display of chocolates,100
53283264371,a display case with various pastries and cakes,100
53280664358,a white dog standing on a ledge in a vineyard,20
53277713279,raindrops on leaves,17
53276475875,a group of people are reflected in mirrors,37
53275112807,a woman in black dress standing in front of a green wall,37
53276005196,the Frankfurt sign is on the side of a building,37
53274943124,a blurry image of leaves on a plant,6
53274590651,a blurry image of a leaf on a tree branch,6
53273258824,a rainbow is seen over a house in the sky,66
53272905921,a red brick building,-1
53272905551,"a camera, a vape and a flower pot on a wooden table",66
53272750355,a bar with many bottles of alcohol on the counter,-1
53269137426,a red train on the tracks,-1
53261242785,mushrooms growing on a tree stump in the woods,14
53258567182,a group of mushrooms growing on the ground,14
53257904671,graffiti on the pillars of a park,6
53257904186,a close up of a leaf with brown spots,6
53256171957,a statue of a man holding a tennis racket,65
53257543450,a statue of a man holding a tennis racket,65
53257543065,a statue of a man with his arms outstretched,65
53257542960,a marble relief depicting the battle between the roman army and the greek army,65
53257344953,a marble head of a man with curly hair,65
53256171032,a marble head with curly hair on display,65
53257051711,a mosaic depicting two men working on a wheel,65
53257542430,an egyptian stone plaque with a woman and a man,65
53257051166,a statue of a lion with a head on top,65
53257051151,"""a sculpture of a womans butt on display""",65
53251870622,a pink flower is in the foreground of a blurry photo,58
53251795349,a close up of a blue flower with a blurry background,58
53251569174,an aerial view of the countryside and clouds,20
53257622966,an abandoned alleyway with a fence and a building,60
53257401394,a marble bust of a woman on display in a museum,65
53257401284,a bronze statue of an egyptian woman on display,65
53257401069,a statue of a man with his arm raised in the air,65
53257542315,ancient greek vase with a man and woman on it,65
53256993713,a woman taking a photo of a building with a camera,86
53255425978,two brown leather gloves on display,21
53255274600,a red admiral butterfly on a plant,30
53253565852,a red and blue train traveling down the tracks,2
53254801139,a train on the tracks with a few cars,2
53254940105,a white and red train traveling down the tracks,2
53254450866,a train is on the tracks,2
53253178607,a dark room with brick walls and a bench,47
53253044308,a dead rose in the garden,57
53252536761,black and white photograph of a plant with long leaves,30
53252758054,a pair of black gloves with red flowers on them,21
53251518717,a pair of red gloves on a blue surface,21
53251145194,two leather gloves with chains and silver beads,21
53251285665,a glove with a black and white design on it,21
53250943185,a red flower with a blurry background,58
53249309517,three gloves are displayed on a blue table,21
53250687675,a black and white photo of a train station,70
53250546624,purple gloves in a glass case with black and purple detailing,21
53250545459,two mittens with knitted patterns on them,21
53250544939,three pairs of gloves are displayed in a glass case,21
53249340176,a woman is laughing while holding an umbrella,94
53249841115,an old wooden staircase in an old building,47
53249634283,a room with a ladder and a ladder in it,47
53249634253,an old window with a view of a barn,47
53249289630,a red flower is in the middle of a green bush,58
53248786201,a close up of a grass plant with purple flowers,57
53249082553,a white flower with a green stem and a small white flower,-1
53246581601,a blue train traveling down a street next to buildings,-1
53245329297,a pair of blue gloves with white buttons,21
53245969080,a display case with gloves and gloves on display,21
53244596297,a pair of gloves and a pair of gloves on a table,21
53244537972,a green dress hanging on a wall,21
53245720200,a blue and white dress with fringes on display,21
53245716295,a white coat on display in a museum,21
53244253817,a samurai armor on display in a museum,21
53245420918,a leather case with a gold and silver design,21
53394145130,an old photo of a city skyline with tall buildings in the background,-1
53243391428,a field with people walking in it and a city in the background,-1
53243463804,"""a green greenhouse with a sign that says greenhouse""",-1
53242937978,a yellow sunflower is shown in the foreground,30
53243010500,a pair of silver boots and a pair of shoes,21
53242710510,a building with a large white building next to it,52
53242585214,a tall building with a curved balcony and windows,52
53242214691,two tall buildings with many windows,52
53242504168,two tall buildings with windows on the top,52
53241814574,a single purple flower in a field with tall buildings in the background,73
53241814094,a purple flower is in the middle of a field,72
53241813859,white daisies in the field,72
53240572817,a close up of white daisies in a field,72
53241265276,black and white photograph of tall buildings,63
53240801746,a red flower with a yellow center is shown,30
53239728607,a pumpkin with a message written on it,-1
53239664027,a small statue of a man with his hands on his chest,21
53240811848,a model of a workshop with people working on a piece of cloth,21
53239641312,a miniature model of a house with people working on it,21
53240811618,a model of a small house with a kitchen and a table,21
53240997350,a model of a pirate ship on display in a museum,21
53240808438,a pair of green velvet slippers with embroidered designs,21
53240515281,a snake skin purse is displayed on display,21
53239634312,a cabinet with a dragon on it,21
53240874214,a gold wall hanging with flowers and fruit,21
53239461962,black and white photo of a tall building,53
53240700054,a cat is looking up at something in the distance,30
53240553929,a group of people playing instruments outside,-1
53240611245,a pair of gray shoes with black trim,21
53240491854,a pair of red shoes with a red ribbon,21
53239254557,a display of shoes and clothing on display,21
53239484181,an ornate wrought iron railing in an abandoned building,61
53239916575,a spiral staircase in an old building with a window,61
53239747735,a pole with a bunch of white and red ribbons tied to it,63
53239598359,a sticker on a pole with a bicycle on it,2
53239334180,a bag with horses on it is on display,21
53238787594,an empty courtyard with a building in the background,61
53237366731,a view of a building through a window,61
53236200422,a train traveling through a grassy field with tall buildings in the background,28
53236314507,two windows with ivy growing through them,61
53237425873,photograph - the door by james mccormick,61
53236443871,a helmet with a gold ring on top of it,21
53355280078,an old black and white photo of a building,56
53236683598,Frankfurt skyline at night,-1
53236644303,a yellow and black snake skin purse on display,21
53236713094,"a large, ornate, metal box with a dragon on it",21
53236605108,a large crocodile is on display in a museum,21
53236530940,black and white photograph of flowers in the dark,30
53235954281,"Frankfurt, ",-1
53235034316,a courtyard with purple flowers and a building in the background,61
53235534075,an abandoned building with graffiti on the wall,61
53234929446,an old room with a door and a window,61
53234843191,an empty room with stairs and a staircase,61
53235043729,an old stairway in an abandoned building with a ladder,61
53232314266,a large circular building with a fountain in front of it,56
53231645599,a desk with a red and white cone on it,-1
53231599859,a building that is being torn down is being replaced by a new building,56
53230343832,a bicycle and tripod in a park near a building,41
53229732438,a mushroom in the grass,6
53229924730,fuchsia flower by jimmy,66
53228552137,a plant with white flowers in the background,72
53228551577,a pink flower is in the foreground of a blurry photo,72
53228146542,a blue flower with green leaves in the background,72
53229394434,yellow flowers in a field of green plants,72
53229516760,yellow flowers in the garden,72
53229018446,a close up of a plant with white flowers,72
53229393134,a close up of a flower with blurry background,72
53229240804,a tall building with a curved glass facade,53
53227614572,a red train sitting on the tracks next to a building,70
53228861619,a train is pulling into a station with people on the platform,70
53228681278,black and white photograph of a building with windows,62
53228875535,an empty hallway with a light shining through the window,62
53227503392,an old building with a garden in the middle of it,62
53228875130,a black and white photo of a building with a balcony,62
53228750104,black and white photograph of a stairway,62
53227502422,a black and white photo of graffiti on the wall,62
53228374971,a can of joe sitting on the ground,62
53228874140,a piece of luggage is sitting on the floor,62
53228678673,a black and white photo of a bathroom with graffiti on the walls,62
53228678538,black and white photograph of a stairway,62
53228372941,an empty room with graffiti on the walls,62
53227498692,black and white photo of a fireplace in an old house,62
53228676073,a black and white photo of a hallway with a door,62
53227496962,a bathroom with a sink and toilet in it,62
53228368586,a black and white photo of a spiral staircase,62
53228743069,a black and white photo of a brick wall,62
53228867125,black and white photo of a window with vines growing through it,62
53228741089,a black and white photo of a balcony railing,62
53228670608,black and white photograph of a staircase in an old building,62
53228669458,a black and white photo of graffiti on a wall,62
53227490002,a black and white photo of a room with a fish mural on the wall,62
53228667873,a door with graffiti on it,62
53228362046,a black and white photo of a room with two doors,62
53228862080,a black and white photo of a bathroom with a door,62
53228666918,black and white photograph of a building with a sky in the background,62
53227488147,a black and white photo of a television in a room,62
53228666363,a black and white photo of graffiti on a wall,62
53228736104,an empty hallway with graffiti on the walls,62
53226530037,a field of purple and green plants in the middle of a forest,-1
53227220273,a path through the woods with trees and flowers,-1
53227131104,a white train sitting in a train station,70
53226397295,black and white photograph of a tall building,56
53226208599,a single pink flower with an orange center,30
53226039709,a man on a bike in a city street,85
53224599801,a black and white photo of a carnival ride,-1
53224866285,"the front of a building with the number 10, 774 on it",38
53224744629,the courtyard of the museum of contemporary art in Frankfurt,38
53257542845,two sculptures of men and women on display in a room,65
53257542665,a bust of the ancient philosopher atlantis is on display,65
53257400489,a marble bust of a man with curly hair,65
53257400469,a statue of a man with a beard and long hair,65
53257344583,an egyptian relief depicting a man holding a spear,65
53250553742,fuchsia fuchsia fuchsia fuchsia fuchsia fuchsia f,58
53251301579,a black leather case with flowers on it,21
53250739338,a yellow flower is in the middle of a field,58
53249564167,a close up of some tall grass,58
53249149099,a close up of some purple flowers,57
53249288725,a close up of purple flowers in a field,57
53249288525,a flower in a pot on a window sill,66
53248785036,a close up of a plant with purple berries,66
53245492959,a large white and brown feather headdress is on display,21
53245132471,a mask made from beads and chains on display,21
53243119665,"Frankfurt, Frankfurt, Frankfurt, Frankfurt, ",39
53242711385,a view of two tall buildings with a jet plane flying in the sky,63
53241813629,a red flower with green leaves in the background,-1
53241933815,a close up of yellow flowers with a blurry background,66
53240491899,a pair of fur boots with fur on them,21
53240422843,a purse with colorful designs on it,21
53238850531,a piece of art on display in a museum,21
53236971430,the tall wooden tower is surrounded by trees,25
53324972885,a black and white photo of a large wooden sign,41
53228875900,a black and white photo of a graffiti on a wall,62
53228681538,a black and white photo of a window in an old building,62
53228375561,black and white photograph of grapes on a railing,62
53228750264,fish graffiti on the wall of an abandoned building,62
53227501257,"bittertÃ¼r schleife, Frankfurt, , 2015",62
53228873260,a clock with graffiti on it,62
53228747514,an empty hallway with doors and windows,62
53228872215,a black and white photo of a hallway with a door,62
53227499767,a black and white photo of a hallway with doors,62
53228871885,a black and white photo of a map with a swastika on it,62
53228746619,a black and white photo of a dead bird,62
53228676813,a black and white photo of a drawing on a wall,62
53228870595,an empty hallway in an old building,62
53228676163,black and white photograph of electrical panel in a wall,62
53228370311,black and white photo of two radiators,62
53228869690,a black and white photo of a safe box,62
53227497012,a toilet in a room with a broken door,62
53228368956,a toilet with a picture of a man on the wall,62
53228743049,a black and white photo of a door and brick wall,62
53227493377,black and white photograph of a window with vines growing through it,62
53228740304,"""graffiti on a wall with the wordshein rind? """,62
53228865340,black and white photo of a wrought iron railing,62
53228669453,an open door in a room with a black wall,62
53227491087,an old brick doorway in an abandoned building,62
53228363061,an empty hallway with graffiti on the walls,62
